timestamp,house_id,season,festival,temperature_c,ac,fridge,lights,fans,washing_machine,tv,geyser,other_appliances,kwh
2027-07-18,H002,monsoon,no,22.52,0.0,0.481,0.312,0.495,0.224,0.017,0.333,0.337,5.168
2027-07-19,H001,monsoon,no,23.69,0.0,0.438,0.397,0.456,0.306,0.153,0.238,0.398,3.986
2027-07-20,H002,monsoon,no,18.85,0.0,0.475,0.385,0.224,0.26,0.166,0.176,0.38,4.612
2027-07-21,H003,monsoon,no,20.68,0.0,0.557,0.381,0.254,0.394,0.137,0.277,0.359,5.048
2027-07-22,H002,monsoon,no,19.69,0.0,0.609,0.332,0.167,0.428,0.171,0.288,0.453,4.971
2027-07-23,H001,monsoon,no,20.07,0.0,0.516,0.276,0.383,0.039,0.257,0.349,0.457,4.745
2027-07-24,H001,monsoon,no,22.11,0.0,0.644,0.354,0.438,0.004,0.197,0.196,0.298,4.499
2027-07-25,H004,monsoon,no,17.83,0.0,0.507,0.357,0.311,0.179,0.269,0.197,0.258,5.387
2027-07-26,H004,monsoon,no,23.23,0.0,0.536,0.287,0.451,0.22,0.094,0.31,0.1,4.422
2027-07-27,H001,monsoon,no,23.51,0.0,0.485,0.275,0.219,0.174,0.179,0.217,0.315,3.956
2027-07-28,H004,monsoon,no,21.5,0.0,0.609,0.379,0.25,0.236,0.064,0.214,0.241,4.67
2027-07-29,H005,monsoon,no,17.04,0.0,0.676,0.416,0.209,0.158,0.17,0.35,0.392,4.969
2027-07-30,H005,monsoon,no,20.01,0.0,0.444,0.248,0.261,0.124,0.127,0.14,0.316,3.891
2027-07-31,H001,monsoon,no,24.47,0.0,0.529,0.282,0.424,0.137,0.29,0.414,0.327,5.182
2027-08-01,H003,monsoon,no,11.94,0.0,0.626,0.325,0.1,0.164,0.229,0.201,0.431,4.875
2027-08-02,H001,monsoon,no,16.8,0.0,0.463,0.334,0.238,0.247,0.271,0.319,0.39,5.267
2027-08-03,H001,monsoon,no,15.14,0.0,0.584,0.263,0.132,0.141,0.17,0.241,0.338,4.474
2027-08-04,H005,monsoon,no,19.11,0.0,0.623,0.432,0.294,0.157,0.129,0.272,0.519,4.927
2027-08-05,H005,monsoon,no,16.15,0.0,0.555,0.33,0.1,0.226,0.126,0.229,0.424,4.737
2027-08-06,H002,monsoon,no,18.31,0.0,0.583,0.337,0.236,0.164,0.219,0.319,0.308,4.7
2027-08-07,H003,monsoon,no,18.63,0.0,0.656,0.423,0.128,0.269,0.327,0.222,0.313,5.378
2027-08-08,H001,monsoon,no,21.17,0.0,0.667,0.269,0.327,0.106,0.229,0.204,0.429,5.116
2027-08-09,H005,monsoon,no,17.09,0.0,0.546,0.294,0.1,0.089,0.174,0.395,0.37,4.656
2027-08-10,H003,monsoon,no,18.25,0.0,0.518,0.212,0.1,0.204,0.187,0.252,0.238,3.998
2027-08-11,H002,monsoon,no,14.53,0.0,0.495,0.288,0.1,0.212,0.198,0.196,0.439,3.949
2027-08-12,H005,monsoon,no,19.88,0.0,0.609,0.196,0.475,0.111,0.342,0.131,0.476,5.131
2027-08-13,H001,monsoon,no,15.98,0.0,0.468,0.352,0.1,0.287,0.286,0.399,0.468,5.455
2027-08-14,H002,monsoon,no,16.38,0.0,0.535,0.329,0.1,0.334,0.218,0.206,0.504,4.688
2027-08-15,H004,monsoon,no,17.46,0.0,0.556,0.281,0.206,0.13,0.208,0.415,0.557,5.301
2027-08-16,H003,monsoon,no,14.37,0.0,0.52,0.293,0.207,0.299,0.221,0.282,0.523,4.718
2027-08-17,H004,monsoon,no,17.96,0.0,0.567,0.353,0.224,0.0,0.235,0.261,0.384,4.762
2027-08-18,H002,monsoon,no,19.43,0.0,0.704,0.22,0.324,0.266,0.171,0.264,0.329,4.935
2027-08-19,H004,monsoon,no,18.09,0.0,0.543,0.314,0.186,0.111,0.141,0.427,0.167,5.573
2027-08-20,H003,monsoon,no,14.32,0.0,0.524,0.349,0.1,0.258,0.272,0.075,0.351,4.23
2027-08-21,H001,monsoon,no,17.25,0.0,0.611,0.175,0.187,0.103,0.202,0.267,0.402,5.288
2027-08-22,H002,monsoon,no,18.98,0.0,0.564,0.348,0.197,0.175,0.266,0.229,0.354,5.536
2027-08-23,H002,monsoon,no,13.74,0.0,0.636,0.183,0.1,0.115,0.315,0.233,0.161,4.385
2027-08-24,H003,monsoon,no,15.35,0.0,0.56,0.292,0.1,0.163,0.236,0.262,0.321,4.408
2027-08-25,H003,monsoon,no,19.25,0.0,0.535,0.219,0.331,0.326,0.225,0.229,0.415,4.851
2027-08-26,H003,monsoon,no,18.04,0.0,0.443,0.4,0.215,0.171,0.424,0.265,0.247,4.671
2027-08-27,H001,monsoon,no,18.32,0.0,0.453,0.219,0.206,0.349,0.214,0.248,0.367,4.958
2027-08-28,H005,monsoon,no,21.22,0.0,0.44,0.184,0.207,0.149,0.124,0.145,0.393,4.036
2027-08-29,H004,monsoon,no,18.44,0.0,0.573,0.309,0.149,0.299,0.18,0.281,0.462,5.075
2027-08-30,H004,monsoon,no,18.82,0.0,0.468,0.271,0.339,0.05,0.309,0.307,0.521,4.637
2027-08-31,H002,monsoon,no,22.92,0.0,0.625,0.195,0.39,0.157,0.109,0.207,0.312,3.864
2027-09-01,H004,monsoon,no,13.78,0.0,0.552,0.337,0.1,0.137,0.147,0.399,0.368,4.845
2027-09-02,H002,monsoon,no,12.61,0.0,0.535,0.161,0.1,0.303,0.277,0.357,0.372,5.029
2027-09-03,H003,monsoon,no,15.06,0.0,0.499,0.227,0.1,0.195,0.181,0.318,0.415,4.179
2027-09-04,H002,monsoon,no,15.08,0.0,0.587,0.26,0.1,0.013,0.192,0.317,0.404,5.007
2027-09-05,H002,monsoon,no,13.15,0.0,0.502,0.356,0.1,0.075,0.275,0.252,0.493,4.266
2027-09-06,H004,monsoon,no,12.14,0.0,0.491,0.391,0.1,0.099,0.15,0.341,0.117,4.143
2027-09-07,H002,monsoon,no,18.83,0.0,0.621,0.377,0.269,0.255,0.097,0.376,0.392,4.929
2027-09-08,H004,monsoon,no,14.86,0.0,0.571,0.289,0.1,0.244,0.103,0.315,0.399,4.548
2027-09-09,H003,monsoon,no,12.74,0.0,0.536,0.13,0.1,0.156,0.241,0.204,0.326,4.129
2027-09-10,H005,monsoon,no,16.04,0.0,0.588,0.327,0.174,0.136,0.218,0.247,0.124,4.254
2027-09-11,H001,monsoon,no,13.99,0.0,0.551,0.403,0.1,0.237,0.152,0.296,0.344,4.795
2027-09-12,H005,monsoon,no,13.7,0.0,0.573,0.386,0.1,0.09,0.119,0.317,0.279,4.624
2027-09-13,H001,monsoon,no,15.33,0.0,0.501,0.332,0.255,0.217,0.181,0.244,0.518,5.205
2027-09-14,H003,monsoon,no,11.62,0.0,0.674,0.217,0.1,0.21,0.278,0.205,0.388,4.354
2027-09-15,H002,monsoon,no,14.91,0.0,0.515,0.263,0.173,0.158,0.141,0.377,0.27,5.183
2027-09-16,H004,monsoon,no,18.03,0.0,0.643,0.435,0.119,0.212,0.154,0.164,0.145,4.108
2027-09-17,H001,monsoon,no,15.14,0.0,0.539,0.201,0.148,0.188,0.117,0.175,0.409,4.257
2027-09-18,H002,monsoon,no,13.45,0.0,0.598,0.22,0.1,0.22,0.174,0.144,0.42,4.842
2027-09-19,H002,monsoon,no,13.19,0.0,0.594,0.366,0.1,0.073,0.224,0.175,0.328,4.504
2027-09-20,H005,monsoon,no,13.39,0.0,0.619,0.27,0.1,0.229,0.348,0.35,0.41,5.379
2027-09-21,H003,monsoon,no,13.7,0.0,0.5,0.217,0.1,0.262,0.215,0.352,0.315,4.668
2027-09-22,H001,monsoon,no,13.45,0.0,0.615,0.407,0.1,0.206,0.196,0.244,0.457,4.641
2027-09-23,H004,monsoon,no,16.04,0.0,0.661,0.332,0.174,0.228,0.26,0.29,0.449,5.428
2027-09-24,H002,monsoon,no,10.74,0.0,0.534,0.273,0.1,0.171,0.249,0.249,0.186,3.858
2027-09-25,H002,monsoon,no,15.93,0.0,0.552,0.22,0.135,0.251,0.16,0.155,0.21,4.259
2027-09-26,H003,monsoon,no,13.45,0.0,0.519,0.443,0.1,0.185,0.361,0.427,0.553,5.716
2027-09-27,H004,monsoon,no,14.96,0.0,0.529,0.298,0.1,0.088,0.198,0.36,0.443,4.761
2027-09-28,H005,monsoon,no,11.95,0.0,0.653,0.398,0.1,0.246,0.217,0.278,0.224,4.764
2027-09-29,H001,monsoon,no,16.86,0.0,0.49,0.363,0.158,0.049,0.239,0.182,0.193,4.001
2027-09-30,H005,monsoon,no,16.7,0.0,0.493,0.264,0.118,0.203,0.224,0.232,0.371,4.256
2027-10-01,H005,post_monsoon,yes,14.92,0.0,0.647,0.264,0.1,0.149,0.307,0.195,0.236,5.002
2027-10-02,H002,post_monsoon,yes,9.97,0.0,0.587,0.401,0.1,0.144,0.159,0.258,0.318,5.107
2027-10-03,H003,post_monsoon,yes,14.66,0.0,0.677,0.402,0.1,0.194,0.255,0.275,0.345,5.072
2027-10-04,H002,post_monsoon,yes,13.81,0.0,0.523,0.169,0.1,0.123,0.212,0.223,0.341,4.011
2027-10-05,H003,post_monsoon,yes,9.79,0.0,0.558,0.338,0.1,0.221,0.269,0.134,0.463,5.292
2027-10-06,H004,post_monsoon,yes,12.95,0.0,0.51,0.292,0.1,0.185,0.185,0.421,0.533,4.747
2027-10-07,H004,post_monsoon,yes,13.73,0.0,0.559,0.228,0.1,0.131,0.175,0.269,0.302,4.541
2027-10-08,H003,post_monsoon,yes,14.11,0.0,0.444,0.318,0.1,0.287,0.251,0.287,0.237,5.14
2027-10-09,H003,post_monsoon,yes,13.35,0.0,0.591,0.206,0.1,0.196,0.225,0.216,0.389,5.162
2027-10-10,H003,post_monsoon,yes,13.58,0.0,0.569,0.267,0.1,0.23,0.143,0.125,0.513,4.684
2027-10-11,H003,post_monsoon,yes,15.95,0.0,0.547,0.244,0.248,0.293,0.294,0.243,0.31,4.609
2027-10-12,H001,post_monsoon,yes,15.45,0.0,0.527,0.265,0.1,0.292,0.251,0.224,0.435,5.482
2027-10-13,H002,post_monsoon,yes,7.27,0.0,0.496,0.295,0.1,0.226,0.195,0.307,0.266,4.252
2027-10-14,H004,post_monsoon,yes,12.37,0.0,0.594,0.229,0.1,0.156,0.167,0.322,0.352,4.455
2027-10-15,H005,post_monsoon,yes,12.67,0.0,0.48,0.41,0.1,0.066,0.225,0.311,0.234,4.638
2027-10-16,H005,post_monsoon,yes,9.5,0.0,0.581,0.335,0.1,0.197,0.246,0.329,0.351,5.182
2027-10-17,H005,post_monsoon,yes,13.19,0.0,0.674,0.426,0.1,0.268,0.088,0.394,0.338,5.676
2027-10-18,H004,post_monsoon,yes,15.5,0.0,0.639,0.289,0.204,0.208,0.226,0.281,0.411,4.525
2027-10-19,H003,post_monsoon,yes,10.83,0.0,0.46,0.262,0.1,0.0,0.246,0.338,0.528,4.511
2027-10-20,H004,post_monsoon,yes,13.67,0.0,0.518,0.423,0.115,0.25,0.035,0.29,0.311,4.901
2027-10-21,H005,post_monsoon,yes,11.17,0.0,0.575,0.26,0.1,0.255,0.214,0.098,0.15,4.552
2027-10-22,H002,post_monsoon,yes,11.66,0.0,0.546,0.288,0.1,0.156,0.249,0.238,0.33,4.398
2027-10-23,H001,post_monsoon,yes,15.95,0.0,0.466,0.35,0.1,0.259,0.241,0.181,0.38,4.656
2027-10-24,H002,post_monsoon,yes,11.91,0.0,0.573,0.213,0.1,0.23,0.256,0.269,0.37,5.177
2027-10-25,H003,post_monsoon,yes,13.92,0.0,0.549,0.35,0.1,0.125,0.177,0.187,0.334,4.012
2027-10-26,H004,post_monsoon,yes,9.26,0.0,0.665,0.341,0.1,0.282,0.127,0.298,0.499,5.552
2027-10-27,H003,post_monsoon,yes,16.72,0.0,0.535,0.389,0.166,0.079,0.074,0.328,0.364,4.683
2027-10-28,H005,post_monsoon,yes,14.21,0.0,0.62,0.362,0.1,0.175,0.276,0.346,0.34,4.767
2027-10-29,H002,post_monsoon,yes,12.64,0.0,0.474,0.391,0.1,0.167,0.249,0.38,0.272,4.422
2027-10-30,H003,post_monsoon,yes,14.15,0.0,0.488,0.292,0.1,0.114,0.282,0.116,0.175,4.302
2027-10-31,H005,post_monsoon,yes,10.18,0.0,0.593,0.24,0.1,0.204,0.149,0.154,0.383,4.287
2027-11-01,H001,post_monsoon,yes,16.57,0.0,0.615,0.448,0.1,0.285,0.256,0.484,0.375,5.642
2027-11-02,H005,post_monsoon,yes,13.56,0.0,0.493,0.193,0.119,0.28,0.095,0.331,0.244,4.21
2027-11-03,H001,post_monsoon,yes,13.8,0.0,0.551,0.2,0.1,0.238,0.139,0.268,0.346,4.694
2027-11-04,H005,post_monsoon,yes,13.22,0.0,0.467,0.34,0.1,0.044,0.209,0.253,0.336,4.566
2027-11-05,H002,post_monsoon,yes,13.04,0.0,0.539,0.414,0.1,0.073,0.246,0.245,0.288,4.918
2027-11-06,H004,post_monsoon,yes,15.6,0.0,0.6,0.313,0.108,0.193,0.318,0.095,0.271,5.008
2027-11-07,H004,post_monsoon,yes,14.72,0.0,0.524,0.37,0.1,0.177,0.183,0.188,0.391,5.343
2027-11-08,H002,post_monsoon,yes,15.51,0.0,0.535,0.16,0.1,0.14,0.139,0.241,0.327,4.78
2027-11-09,H003,post_monsoon,yes,14.19,0.0,0.482,0.265,0.142,0.332,0.136,0.193,0.291,4.638
2027-11-10,H004,post_monsoon,yes,15.23,0.0,0.511,0.169,0.106,0.188,0.152,0.203,0.264,4.354
2027-11-11,H005,post_monsoon,yes,13.37,0.0,0.655,0.355,0.1,0.223,0.355,0.455,0.337,5.175
2027-11-12,H001,post_monsoon,yes,18.67,0.0,0.554,0.192,0.265,0.259,0.253,0.23,0.442,4.607
2027-11-13,H003,post_monsoon,yes,11.07,0.0,0.49,0.211,0.1,0.184,0.278,0.272,0.371,5.408
2027-11-14,H005,post_monsoon,yes,16.73,0.0,0.531,0.336,0.1,0.387,0.183,0.269,0.326,5.485
2027-11-15,H003,post_monsoon,yes,16.94,0.0,0.454,0.374,0.1,0.105,0.2,0.297,0.381,4.826
2027-11-16,H001,post_monsoon,yes,12.5,0.0,0.489,0.289,0.1,0.132,0.249,0.212,0.486,4.404
2027-11-17,H001,post_monsoon,yes,18.66,0.0,0.632,0.34,0.1,0.105,0.165,0.35,0.399,5.401
2027-11-18,H005,post_monsoon,yes,16.2,0.0,0.541,0.338,0.1,0.305,0.18,0.285,0.376,4.812
2027-11-19,H003,post_monsoon,yes,16.15,0.0,0.663,0.285,0.146,0.244,0.153,0.147,0.414,4.479
2027-11-20,H004,post_monsoon,yes,14.26,0.0,0.544,0.223,0.187,0.136,0.169,0.241,0.334,4.666
2027-11-21,H005,post_monsoon,yes,13.77,0.0,0.548,0.34,0.1,0.111,0.203,0.236,0.368,5.478
2027-11-22,H001,post_monsoon,yes,13.79,0.0,0.588,0.343,0.1,0.291,0.142,0.233,0.301,4.351
2027-11-23,H003,post_monsoon,yes,14.99,0.0,0.39,0.363,0.212,0.209,0.22,0.291,0.195,4.334
2027-11-24,H001,post_monsoon,yes,17.01,0.0,0.562,0.322,0.1,0.293,0.22,0.301,0.384,5.979
2027-11-25,H005,post_monsoon,yes,14.57,0.0,0.547,0.218,0.1,0.175,0.187,0.291,0.385,4.942
2027-11-26,H003,post_monsoon,yes,12.38,0.0,0.639,0.348,0.1,0.221,0.142,0.277,0.321,4.544
2027-11-27,H005,post_monsoon,yes,15.85,0.0,0.608,0.3,0.1,0.204,0.207,0.257,0.454,4.835
2027-11-28,H002,post_monsoon,yes,16.05,0.0,0.482,0.266,0.188,0.13,0.165,0.078,0.278,3.934
2027-11-29,H001,post_monsoon,yes,15.52,0.0,0.625,0.279,0.1,0.168,0.203,0.312,0.173,4.644
2027-11-30,H005,post_monsoon,yes,15.7,0.0,0.534,0.252,0.173,0.085,0.277,0.289,0.28,4.85
2027-12-01,H004,winter,no,16.96,0.0,0.496,0.362,0.1,0.22,0.112,0.371,0.196,4.889
2027-12-02,H001,winter,no,15.64,0.0,0.562,0.201,0.142,0.241,0.352,0.472,0.384,4.312
2027-12-03,H004,winter,no,15.76,0.0,0.538,0.23,0.1,0.259,0.195,0.502,0.275,4.233
2027-12-04,H003,winter,no,14.23,0.0,0.642,0.277,0.151,0.233,0.229,0.544,0.448,5.494
2027-12-05,H001,winter,no,17.97,0.0,0.57,0.413,0.205,0.17,0.147,0.491,0.446,6.365
2027-12-06,H002,winter,no,17.33,0.0,0.562,0.374,0.283,0.304,0.28,0.476,0.258,5.525
2027-12-07,H004,winter,no,16.62,0.0,0.604,0.185,0.195,0.251,0.191,0.526,0.269,4.993
2027-12-08,H001,winter,no,11.59,0.0,0.616,0.395,0.1,0.291,0.172,0.425,0.403,4.582
2027-12-09,H002,winter,no,15.01,0.0,0.597,0.394,0.153,0.296,0.16,0.483,0.448,4.431
2027-12-10,H002,winter,no,19.74,0.0,0.635,0.218,0.343,0.17,0.181,0.4,0.149,4.695
2027-12-11,H004,winter,no,16.17,0.0,0.587,0.123,0.175,0.211,0.229,0.539,0.378,5.18
2027-12-12,H005,winter,no,18.22,0.0,0.56,0.295,0.1,0.242,0.212,0.321,0.13,4.634
2027-12-13,H004,winter,no,14.72,0.0,0.624,0.379,0.1,0.088,0.197,0.515,0.295,4.643
2027-12-14,H004,winter,no,20.38,0.0,0.545,0.411,0.416,0.09,0.15,0.451,0.459,4.84
2027-12-15,H001,winter,no,17.21,0.0,0.552,0.239,0.1,0.076,0.146,0.527,0.651,4.482
2027-12-16,H005,winter,no,18.08,0.0,0.653,0.423,0.284,0.171,0.168,0.388,0.326,5.49
2027-12-17,H001,winter,no,22.15,0.0,0.647,0.144,0.433,0.153,0.232,0.457,0.225,4.613
2027-12-18,H003,winter,no,20.53,0.0,0.55,0.274,0.253,0.065,0.246,0.455,0.299,4.941
2027-12-19,H005,winter,no,16.89,0.0,0.523,0.271,0.1,0.192,0.256,0.485,0.357,5.093
2027-12-20,H002,winter,no,16.31,0.0,0.638,0.381,0.1,0.172,0.2,0.366,0.283,4.928
2027-12-21,H002,winter,no,16.85,0.0,0.598,0.391,0.33,0.275,0.227,0.501,0.258,4.971
2027-12-22,H001,winter,no,18.52,0.0,0.569,0.367,0.162,0.341,0.188,0.302,0.307,5.144
2027-12-23,H002,winter,no,17.29,0.0,0.531,0.205,0.118,0.217,0.078,0.397,0.39,4.236
2027-12-24,H003,winter,no,16.71,0.0,0.57,0.36,0.1,0.124,0.185,0.325,0.333,4.417
2027-12-25,H003,winter,no,20.43,0.0,0.549,0.336,0.405,0.232,0.174,0.516,0.262,6.062
2027-12-26,H001,winter,no,17.27,0.0,0.51,0.183,0.161,0.181,0.127,0.482,0.283,4.481
2027-12-27,H002,winter,no,22.1,0.0,0.558,0.155,0.324,0.161,0.16,0.486,0.309,4.993
2027-12-28,H001,winter,no,17.68,0.0,0.566,0.373,0.31,0.111,0.209,0.568,0.25,5.378
2027-12-29,H002,winter,no,21.07,0.0,0.527,0.287,0.379,0.143,0.121,0.425,0.279,4.827
2027-12-30,H004,winter,no,18.21,0.0,0.604,0.21,0.145,0.166,0.15,0.499,0.414,4.724
2027-12-31,H001,winter,no,19.43,0.0,0.627,0.285,0.169,0.244,0.308,0.455,0.327,5.798
2028-01-01,H001,winter,no,20.55,0.0,0.608,0.325,0.405,0.221,0.088,0.443,0.175,5.233
2028-01-02,H003,winter,no,20.29,0.0,0.533,0.294,0.303,0.326,0.187,0.555,0.452,5.768
2028-01-03,H003,winter,no,22.92,0.0,0.595,0.191,0.283,0.234,0.118,0.617,0.392,4.992
2028-01-04,H005,winter,no,23.98,0.0,0.555,0.432,0.306,0.214,0.147,0.415,0.212,4.928
2028-01-05,H003,winter,no,22.08,0.0,0.476,0.37,0.284,0.156,0.186,0.517,0.313,5.234
2028-01-06,H005,winter,no,19.43,0.0,0.59,0.277,0.168,0.097,0.131,0.476,0.271,4.454
2028-01-07,H004,winter,no,19.28,0.0,0.559,0.279,0.1,0.134,0.24,0.476,0.418,4.024
2028-01-08,H003,winter,no,19.15,0.0,0.706,0.325,0.168,0.124,0.295,0.47,0.313,5.551
2028-01-09,H002,winter,no,18.46,0.0,0.637,0.221,0.155,0.0,0.259,0.423,0.343,4.519
2028-01-10,H001,winter,no,22.22,0.0,0.593,0.323,0.342,0.099,0.272,0.163,0.331,4.836
2028-01-11,H004,winter,no,24.25,0.0,0.565,0.207,0.595,0.308,0.103,0.573,0.202,5.293
2028-01-12,H005,winter,no,21.97,0.0,0.56,0.295,0.348,0.209,0.183,0.394,0.491,5.395
2028-01-13,H002,winter,no,17.48,0.0,0.49,0.218,0.176,0.15,0.233,0.431,0.416,4.307
2028-01-14,H002,winter,no,21.62,0.0,0.446,0.222,0.395,0.212,0.261,0.432,0.275,4.644
2028-01-15,H001,winter,no,21.67,0.0,0.498,0.415,0.338,0.024,0.323,0.387,0.369,5.111
2028-01-16,H003,winter,no,26.19,0.174,0.547,0.304,0.57,0.203,0.275,0.469,0.447,6.195
2028-01-17,H002,winter,no,19.09,0.0,0.424,0.315,0.276,0.282,0.263,0.446,0.356,5.352
2028-01-18,H001,winter,no,21.22,0.0,0.517,0.159,0.349,0.17,0.384,0.393,0.506,4.491
2028-01-19,H001,winter,no,25.41,0.113,0.535,0.258,0.728,0.038,0.207,0.462,0.642,6.441
2028-01-20,H002,winter,no,22.9,0.0,0.537,0.332,0.479,0.147,0.18,0.447,0.337,5.217
2028-01-21,H003,winter,no,23.13,0.0,0.51,0.314,0.329,0.282,0.212,0.524,0.292,5.061
2028-01-22,H003,winter,no,22.23,0.0,0.53,0.149,0.409,0.201,0.136,0.343,0.251,5.023
2028-01-23,H004,winter,no,22.66,0.0,0.653,0.314,0.333,0.067,0.205,0.386,0.129,5.102
2028-01-24,H003,winter,no,23.56,0.0,0.59,0.326,0.468,0.369,0.079,0.508,0.475,5.395
2028-01-25,H004,winter,no,20.38,0.0,0.516,0.39,0.195,0.08,0.163,0.399,0.315,4.659
2028-01-26,H002,winter,no,23.76,0.0,0.546,0.254,0.352,0.161,0.192,0.378,0.438,5.126
2028-01-27,H002,winter,no,19.25,0.0,0.548,0.143,0.288,0.097,0.266,0.403,0.458,4.402
2028-01-28,H003,winter,no,22.66,0.0,0.504,0.23,0.476,0.097,0.278,0.442,0.242,4.975
2028-01-29,H001,winter,no,22.36,0.0,0.504,0.223,0.425,0.144,0.133,0.442,0.257,4.121
2028-01-30,H004,winter,no,20.77,0.0,0.611,0.352,0.389,0.231,0.345,0.433,0.524,5.234
2028-01-31,H001,winter,no,21.95,0.0,0.525,0.11,0.398,0.283,0.21,0.368,0.343,5.022
2028-02-01,H005,winter,no,25.25,0.007,0.484,0.269,0.514,0.149,0.217,0.512,0.284,4.954
2028-02-02,H005,winter,no,24.36,0.0,0.547,0.4,0.424,0.099,0.087,0.556,0.245,4.684
2028-02-03,H003,winter,no,25.79,0.147,0.557,0.301,0.587,0.218,0.157,0.297,0.336,5.752
2028-02-04,H002,winter,no,24.29,0.0,0.432,0.363,0.544,0.221,0.273,0.326,0.501,5.1
2028-02-05,H002,winter,no,27.15,0.349,0.548,0.185,0.571,0.199,0.212,0.53,0.419,7.097
2028-02-06,H003,winter,no,24.2,0.0,0.602,0.188,0.449,0.202,0.208,0.576,0.368,5.068
2028-02-07,H003,winter,no,27.92,0.314,0.577,0.401,0.734,0.171,0.216,0.28,0.509,6.378
2028-02-08,H001,winter,no,24.14,0.0,0.684,0.307,0.454,0.188,0.099,0.515,0.49,5.674
2028-02-09,H001,winter,no,25.37,0.066,0.625,0.307,0.511,0.165,0.193,0.581,0.383,5.665
2028-02-10,H004,winter,no,25.25,0.103,0.637,0.222,0.539,0.266,0.299,0.381,0.628,6.502
2028-02-11,H001,winter,no,29.15,0.541,0.718,0.307,0.648,0.358,0.276,0.576,0.325,8.624
2028-02-12,H003,winter,no,27.16,0.449,0.595,0.22,0.511,0.194,0.191,0.436,0.46,7.964
2028-02-13,H005,winter,no,26.08,0.249,0.56,0.383,0.563,0.179,0.309,0.475,0.311,7.022
2028-02-14,H001,winter,no,27.5,0.288,0.608,0.491,0.587,0.2,0.112,0.392,0.44,6.932
2028-02-15,H005,winter,no,22.29,0.0,0.516,0.334,0.529,0.127,0.132,0.53,0.325,5.163
2028-02-16,H003,winter,no,26.41,0.214,0.556,0.256,0.61,0.241,0.33,0.517,0.396,6.557
2028-02-17,H003,winter,no,30.5,0.62,0.511,0.123,0.662,0.215,0.24,0.588,0.589,8.324
2028-02-18,H004,winter,no,26.76,0.314,0.574,0.182,0.619,0.146,0.18,0.565,0.445,7.24
2028-02-19,H004,winter,no,26.64,0.233,0.511,0.409,0.58,0.252,0.196,0.449,0.398,7.545
2028-02-20,H003,winter,no,27.6,0.345,0.509,0.228,0.699,0.182,0.144,0.699,0.273,8.153
2028-02-21,H001,winter,no,28.29,0.466,0.575,0.274,0.58,0.102,0.219,0.558,0.369,7.495
2028-02-22,H005,winter,no,22.51,0.0,0.542,0.346,0.405,0.208,0.214,0.493,0.249,4.851
2028-02-23,H001,winter,no,23.14,0.0,0.434,0.404,0.407,0.199,0.201,0.37,0.439,4.818
2028-02-24,H005,winter,no,26.92,0.231,0.463,0.286,0.572,0.257,0.119,0.328,0.436,6.125
2028-02-25,H003,winter,no,25.07,0.129,0.481,0.272,0.422,0.247,0.219,0.334,0.332,5.501
2028-02-26,H003,winter,no,29.12,0.593,0.497,0.305,0.701,0.171,0.163,0.375,0.516,8.303
2028-02-27,H004,winter,no,25.87,0.083,0.575,0.256,0.558,0.142,0.131,0.56,0.502,5.645
2028-02-28,H005,winter,no,22.63,0.0,0.563,0.26,0.498,0.18,0.289,0.489,0.365,5.33
2028-02-29,H001,winter,no,23.96,0.0,0.614,0.329,0.448,0.209,0.352,0.401,0.407,4.184
2028-03-01,H005,summer,no,24.29,0.0,0.595,0.313,0.429,0.219,0.336,0.239,0.291,4.957
2028-03-02,H004,summer,no,29.33,0.432,0.614,0.449,0.726,0.204,0.246,0.229,0.323,7.242
2028-03-03,H002,summer,no,29.42,0.429,0.587,0.331,0.603,0.173,0.181,0.314,0.242,7.44
2028-03-04,H003,summer,no,28.95,0.422,0.563,0.381,0.735,0.26,0.195,0.18,0.302,8.029
2028-03-05,H004,summer,no,31.95,0.792,0.616,0.225,0.855,0.126,0.228,0.278,0.34,9.965
2028-03-06,H001,summer,no,32.19,0.847,0.605,0.337,0.878,0.378,0.171,0.274,0.184,9.656
2028-03-07,H003,summer,no,29.45,0.607,0.573,0.249,0.698,0.241,0.292,0.182,0.408,7.866
2028-03-08,H004,summer,no,25.52,0.052,0.626,0.328,0.472,0.09,0.057,0.377,0.452,4.929
2028-03-09,H003,summer,no,31.03,0.769,0.409,0.348,0.74,0.195,0.179,0.226,0.349,8.927
2028-03-10,H003,summer,no,30.9,0.64,0.533,0.303,0.757,0.242,0.256,0.171,0.08,7.541
2028-03-11,H003,summer,no,30.41,0.64,0.532,0.469,0.662,0.152,0.141,0.318,0.325,9.221
2028-03-12,H003,summer,no,31.76,0.892,0.619,0.4,0.867,0.06,0.183,0.254,0.211,9.874
2028-03-13,H005,summer,no,27.46,0.356,0.644,0.382,0.635,0.097,0.242,0.283,0.289,7.112
2028-03-14,H005,summer,no,33.81,1.044,0.463,0.354,0.771,0.223,0.306,0.155,0.495,9.918
2028-03-15,H005,summer,no,27.88,0.372,0.635,0.423,0.756,0.04,0.109,0.315,0.107,6.501
2028-03-16,H001,summer,no,31.29,0.962,0.48,0.199,0.749,0.064,0.104,0.424,0.268,9.007
2028-03-17,H002,summer,no,26.42,0.176,0.482,0.396,0.459,0.223,0.134,0.149,0.433,5.979
2028-03-18,H005,summer,no,27.93,0.311,0.536,0.231,0.541,0.162,0.092,0.278,0.28,6.485
